Kateqoriya,Sual,Cavab
Digər suallar,"Hansı hallarda gömrük orqanlarının malları və nəqliyyat vasitələrini bəyannaməçinin, mal sahibinin, mallar və nəqliyyat vasitələri barəsində səlahiyyəti olan digər şəxslərin və ya onların nümayəndələrinin iştirakı olmadan yoxlamaq hüququ vardır?","Azərbaycan Respublikası Gömrük Məcəlləsinin 91.3-cü maddəsinə əsasən gömrük orqanlarının malları və nəqliyyat vasitələrini bəyannaməçinin, mal sahibinin, mallar və nəqliyyat vasitələri barəsində səlahiyyəti olan digər şəxslərin və ya onların nümayəndələrinin iştirakı olmadan aşağıdakı hallarda yoxlamaq hüququ vardır: - mallar və nəqliyyat vasitələri gömrük orqanına təqdim edildiyi gündən 10 (on) gün keçdikdən sonra həmin şəxslər gəlmədikdə; - milli təhlükəsizlik, ictimai asayiş, insanların həyat və sağlamlığı, heyvanlar və bitkilər aləmi, ətraf mühit, xalqların mədəni, tarixi və arxeoloji sərvətləri üçün təhlükə mövcud olduqda; - mallar beynəlxalq poçt göndərişləri vasitəsilə göndərildikdə; - mallar və nəqliyyat vasitələri gömrük ərazisində müvafiq gömrük proseduru pozulmaqla saxlanıldıqda."
Digər suallar,"Gömrük bəyannaməsində göstərilən məlumatların, müvafiq sənədlərin və malların yoxlanılma müddəti nə qədərdir?","Azərbaycan Respublikası Gömrük Məcəlləsinin 160.1-ci maddəsinə əsasən gömrük rəsmiləşdirilməsi zamanı gömrük orqanlarına təqdim olunan gömrük bəyannaməsində və digər sənədlərdə göstərilən məlumatların malların adlarına, mənşəyinə, sayına və dəyərinə uyğunluğunun yoxlanılması, gömrük bəyannaməsinin təsdiq edildiyi, sənədlərin və malların isə təqdim edildiyi vaxtdan 2 (iki) gündən gec olmayaraq həyata keçirilir."
Digər suallar,Gömrük orqanları tərəfindən qəbul olunan məcburi qərarlar hansı müddətdə qüvvədə olur?,"Azərbaycan Respublikası Gömrük Məcəlləsinin 50.4-cü maddəsinə əsasən malların təsnifatına, mənşə ölkəsinə dair məcburi qərarlar qüvvəyə mindiyi tarixdən etibarən 3 (üç) il müddətində, malların gömrük dəyərinə və gömrük ödənişlərinin məbləğinə dair məcburi qərarlar isə qüvvəyə mindiyi tarixdən etibarən 1 (bir) il müddətində qüvvədə olur."
Digər suallar,Hansı əməliyyatlar emal əməliyyatları hesab edilmir?,"Azərbaycan Respublikası Nazirlər Kabinetinin 14 yanvar 2014-cü il tarixli 4 nömrəli Qərarı ilə təsdiq edilmiş “Malların daxildə emal xususi gömrük proseduru altında yerlədirilməsi qaydaları”nın 3.3-cü bəndinə müvafiq olaraq aşağıdakılar emal əməliyyatları hesab edilmir: - heyvanlardan bala alınması, heyvanların, quşların, balıqların, xərçəngkimilərin və molyuskaların yetişdirilməsi və kökəldilməsi; - ağac və bitkilərin becərilməsi; - faydalı qazıntıların çıxarılması; - balıqların, xərçəngkimilərin tutulması; - ov edilməsi; - göbələk və bitkilərin yığılması; - daşınma zamanı malların ilkin vəziyyətdə qalmasının təmin edilməsi; - məlumatların, istənilən informasiya daşıyıcılarında audioyazıların və videoyazıların surətlərinin köçürülməsi və çoxaldılması; - bütün növ enerjilərin alınması; - texnoloji prosesdə xarici mallardan köməkçi vasitələr (avadanlıq, dəzgahlar, qurğular və s.) kimi istifadə edilməsi."
Digər suallar,Fiziki şəxslər tərəfindən avtonəqliyyat vasitələrinin gömrük sərhədindən tranzit keçirilməsi və ya gömrük rəsmiləşdirilməsinin həyata keçiriləcəyi gömrük orqanına çatdırılması hansı müddət ərzində yerinə yetirilməlidir?,"Azərbaycan Respublikası Nazirlər Kabinetinin 14 oktyabr 2013-cü il tarixli 305 nömrəli Qərarı ilə təsdiq edilmiş “Fiziki şəxslər tərəfindən istehsal, yaxud kommersiya məqsədləri üçün nəzərdə tutulmayan malların gömrük sərhədindən keçirilməsinin güzəştli və sadələşdirilmiş qaydaları”nın 4.9-cu bəndinə müvafiq olaraq fiziki şəxslər tərəfindən avtonəqliyyat vasitələrinin gömrük sərhədindən tranzit keçirilməsi və ya gömrük rəsmiləşdirilməsinin həyata keçiriləcəyi gömrük orqanına çatdırılması həmin avtonəqliyyat vasitələrinin digər şəxslərin istifadəsinə və ya sərəncamına verilməmək şərti ilə 72 saat ərzində yerinə yetirilməlidir."
Digər suallar,Malların gömrük rəsmiləşdirilməsinin həyata keçirilməsi üçün tələb olunan sənədlərin siyahısı ilə necə tanış olmaq olar?,Malların gömrük rəsmiləşdirilməsinin həyata keçirilməsi üçün tələb olunan sənədlərin siyahısı Azərbaycan Respublikası Gömrük Məcəlləsinin 146.3-cü maddəsinə əsasən qəbul olunmuş “Gömrük sərhədindən keçirilən malların və nəqliyyat vasitələrinin bəyan edilməsi qaydaları”nın təsdiq edilməsi barədə Azərbaycan Respublikası Nazirlər Kabinetinin 22 iyul 2014-cü tarixli 263 nömrəli Qərarının 2-ci bəndində öz əksini tapmışdır.
Digər suallar,"İstehsalında iki və daha çox ölkə iştirak etdiyi halda, malın mənşə ölkəsi müəyyən edilməsi üçün kifayət qədər emal meyarı hansı şərtlərin yerinə yetirilməsi ilə ifadə olunur?","Azərbaycan Respublikası Nazirlər Kabinetinin 14 yanvar 2014-cü il tarixli 3 nömrəli Qərarı ilə təsdiq edilmiş “Malların preferensial və qeyri-preferensial mənşəyinin müəyyən edilməsi Qaydaları”nın 7.2-ci bəndinə müvafiq olaraq kifayət qədər emal meyarı aşağıdakı şərtlərin yerinə yetirilməsi ilə ifadə olunur: həmin ölkə ərazisində emal nəticəsində malın xarici iqtisadi fəaliyyətin mal nomenklaturası (bundan sonra — XİFMN) üzrə mövqeyində ilk dörd rəqəmdən ən azı birinin səviyyəsində mal mövqeyinin (malın təsnifat kodunun) dəyişməsi; həmin ölkə ərazisində kifayət qədər istehsal əməliyyatlarının və ya texnoloji əməliyyatların yerinə yetirilməsi nəticəsində tamamilə və ya qismən dəyişdirilməklə, XİFMN üzrə yeni mal koduna məxsus malın yaradılması; xarici mənşəli materialların dəyəri son məhsulun qiymətində müəyyən edilmiş faiz payına bərabər olduğu halda bu Qaydaların 7.3-cü bəndinə uyğun olaraq advalor pay qaydasının tətbiq olunması."
Digər suallar,Gömrük borcunun ödənilməsinin təmin edilməsi üçün hansı təminat üsullarından istifadə olunur?,"Azərbaycan Respublikası Gömrük Məcəlləsinin 258.1-ci maddəsinə, eyni zamanda Azərbaycan Respublikası Nazirlər Kabinetinin 3 oktyabr 2013-cü il tarixli 286 nömrəli Qərarı ilə təsdiq edilmiş “Təminatdan istifadə etməklə gömrük borcunun ödənilməsinin təmin edilməsi Qaydaları”nın 7-13-cü bəndlərinə müvafiq olaraq aşağıdakı təminat üsullarından istifadə olunur: - girov; - veksel zaminliyi (aval); - bank qarantiyası; - ödənilməli olan məbləğin gömrük orqanının depozit hesabına köçürülməsi; - sığorta müqavilələri; - üçüncü şəxsin zaminliyi; - avans ödəmələr."
Xüsusi gömrük prosedurları,Hansı mallar xaricdə emal xususi gömrük proseduru altında yerləşdirilə bilməz?,"Azərbaycan Respublikası Gömrük Məcəlləsinin 200.2-ci maddəsinə, eyni zamanda Azərbaycan Respublikası Nazirlər Kabinetinin 6 fevral 2014-cü il tarixli 34 nömrəli Qərarı ilə təsdiq edilmiş “Malların xaricdə emal xususi gömrük proseduru altında yerləşdirilməsi qaydaları”nın 3.2-ci bəndinə müvafiq olaraq aşağıdakı mallar xaricdə emal xususi gömrük proseduru altında yerləşdirilə bilməz: - ixracı idxal gömrük rüsumlarının və vergilərinin geri qaytarılmasına və ya qanunvericilikdə nəzərdə tutulmuş hallarda onlardan azad olunması ilə nəticələnə biləcək mallar; - təmiri üzrə əməliyyatların aparıldığı hallar istisna olmaqla, ixracdan əvvəl son istifadə ilə əlaqədar gömrük rüsumlarından və vergilərindən tam və ya qismən azad edilməklə sərbəst dövriyyəyə buraxılmış mallar; - ixrac edilməsi ixrac üzrə gömrük ödənişlərinin geri qaytarılması ilə nəticələnən mallar."
Xüsusi gömrük prosedurları,Xaricdə emal xüsusi gömrük prosedurunun müddəti nə qədərdir?,"Azərbaycan Respublikası Gömrük Məcəlləsinin 200.4-cü maddəsinə, eyni zamanda Azərbaycan Respublikası Nazirlər Kabinetinin 6 fevral 2014-cü il tarixli 34 nömrəli Qərarı ilə təsdiq edilmiş “Malların xaricdə emal xususi gömrük proseduru altında yerləşdirilməsi qaydaları”nın 7.1-ci bəndinə müvafiq olaraq xaricdə emal xüsusi gömrük prosedurunun başa çatması müddəti 2 (iki) ildən artıq olmamalıdır. Qaydaların 7.6-cı bəndinə əsasən icazə sahibinin əsaslandırılmış müraciəti olduqda, gömrük orqanı xaricdə emal xüsusi gömrük prosedurunun başa çatma müddətinin 1 (bir) ilədək uzadılması barədə qərar qəbul edir. İcazə sahibi icazənin müddətinin uzadılması üçün prosedurun müddətinin başa çatmasına ən azı 15 (on beş) gün qalmış gömrük orqanına müraciət etməlidir. İcazədə göstərilmiş müddət bitdikdən sonra edilmiş müraciətlərə baxılmır."
Xüsusi gömrük prosedurları,Malların müvəqqəti idxal xususi gömrük proseduru altında yerləşdirilmə müddəti nə qədərdir?,"Azərbaycan Respublikası Gömrük Məcəlləsinin 193.2-ci maddəsinə, eyni zamanda Azərbaycan Respublikası Nazirlər Kabinetinin 2 sentyabr 2013-cü il tarixli 245 nömrəli Qərarı ilə təsdiq edilmiş “Malların müvəqqəti idxal xüsusi gömrük proseduru altında yerləşdirilməsi qaydaları”nın 6.2-ci bəndinə müvafiq olaraq malların eyni məqsəd üçün və eyni şəxsin məsuliyyəti altında olmaqla, müvəqqəti idxal xüsusi gömrük proseduru altında yerləşdirilə biləcəyi maksimum müddət 24 (iyirmi dörd) ay təşkil edir. Azərbaycan Respublikasının Nazirlər Kabineti müxtəlif kateqoriyadan olan mallar üçün daha az və daha çox müvəqqəti idxal müddətləri müəyyən edə bilər. Gömrük Məcəlləsinin 193.3-cü maddəsinə və qaydaların 6.3-cü bəndinə əsasən müəyyən olunmuş müddətin başa çatmasına 1 (bir) ay qalmış prosedur sahibinin əsaslandırılmış müraciəti ilə malların müvəqqəti idxal xüsusi gömrük proseduru altında qalma müddəti 12 (on iki) aya qədər uzadılır. Sözü gedən qaydaların 6.7-ci bəndinə müvafiq olaraq müvəqqəti idxal xususi gömrük proseduru altında yerləşdirilmiş mallar üçün müəyyən edilmiş müddətin başa çatmasınadək həmin mallar təkrar ixrac edilməli və ya digər gömrük proseduru altında yerləşdirilməlidir."
Xüsusi gömrük prosedurları,Hansı malların müvəqqəti idxal xüsusi gömrük proseduru altında yerləşdirilməsinə yol verilmir?,"Azərbaycan Respublikası Nazirlər Kabinetinin 2 sentyabr 2013-cü il tarixli 245 nömrəli Qərarı ilə təsdiq edilmiş “Malların müvəqqəti idxal xüsusi gömrük proseduru altında yerləşdirilməsi qaydaları”nın 2.2-ci bəndinə müvafiq olaraq aşağıdakı malların müvəqqəti idxal xüsusi gömrük proseduru altında yerləşdirilməsinə yol verilmir: - nümayiş, reklam və sərgi məqsədləri üçün vahid nüsxədə gətirilmə halları istisna olmaqla, yeyinti məhsullarının, spirtli və spirtsiz içkilərin, tütün və tütün məmulatlarının, xammal və yarımfabrikatların, sərf olunan material və nümunələrin; - gömrük ərazisinə gətirilməsi qadağan edilmiş və ya məhdudlaşdırılmış malların; - sənaye və digər tullantıların."
Xüsusi gömrük prosedurları,Hansı şərtlər daxilində gömrük ərazisində təsis edilən prosedur sahibi müvəqqəti idxal xüsusi gömrük prosedurundan yararlana bilər?,"Azərbaycan Respublikası Nazirlər Kabinetinin 2 sentyabr 2013-cü il tarixli 245 nömrəli Qərarı ilə təsdiq edilmiş “Malların müvəqqəti idxal xüsusi gömrük proseduru altında yerləşdirilməsi Qaydaları”nın 2.3-cü bəndinə müvafiq olaraq: - Azərbaycan Respublikası adından (dövlətlərarası müqavilələr) və Azərbaycan Respublikasının hökuməti adından (hökumətlərarası müqavilələr) Azərbaycan Respublikasının xarici dövlətlərlə və beynəlxalq təşkilatlarla bağladığı beynəlxalq müqavilələrdə, hasilatın pay bölgüsü haqqında, əsas boru kəməri haqqında və digər bu qəbildən olan sazişlərdə və ya qanunlarda, o cümlədən neft və qaz haqqında, ixrac məqsədli neft-qaz fəaliyyəti və xüsusi iqtisadi zonalar haqqında qanunlarda nəzərdə tutulduqda; - qanunvericilikdə nəzərdə tutulmuş hallarda tikinti fəaliyyəti, habelə dövlət satınalmaları həyata keçirildikdə və ya məhsul istehsalı, işlərin görülməsi, xidmətlərin göstərilməsi üzrə dövlət sifarişləri yerinə yetirildikdə; - mədəniyyət, turizm, idman və bu qəbildən olan digər tədbirlərin həyata keçirilməsi ilə əlaqədar gömrük ərazisində təsis edilən prosedur sahibi müvəqqəti idxal xüsusi gömrük prosedurundan yararlana bilər."
Xüsusi gömrük prosedurları,Müvəqqəti idxal xüsusi gömrük prosedurundan hansı şərtlər daxilində istifadə olunur?,"Azərbaycan Respublikası Nazirlər Kabinetinin 2 sentyabr 2013-cü il tarixli 245 nömrəli Qərarı ilə təsdiq edilmiş “Malların müvəqqəti idxal xüsusi gömrük proseduru altında yerləşdirilməsi qaydaları”nın 2.1-ci bəndinə müvafiq olaraq müvəqqəti idxal xüsusi gömrük prosedurundan yalnız aşağıdakı şərtlər daxilində istifadə olunur: - müvəqqəti idxal xüsusi gömrük proseduru altında yerləşdirilmiş mallardan normal istifadə nəticəsində baş verən dəyişikliklər istisna olmaqla, onların hər hansı başqa dəyişikliyə məruz qalması nəzərdə tutulmadıqda; - müvəqqəti idxal xüsusi gömrük proseduru altında yerləşdirilmiş mallar təkrar ixrac edildiyi zaman, onların eyniləşdirilməsini təmin etmək mümkün olduqda; - bu Qaydaların 2.3-cü bəndində qeyd edilən hallar istisna olmaqla, prosedur sahibi gömrük ərazisindən kənarda təsis edildikdə."
Xüsusi gömrük prosedurları,Müvəqqəti idxal xüsusi gömrük proseduru altında yerləşdirilmiş hansı xarici mallardan gömrük rüsumlarından və vergilərdən tamamilə azad olunmaqla istifadə olunur?,"Azərbaycan Respublikası Nazirlər Kabinetinin 2 sentyabr 2013-cü il tarixli 245 nömrəli Qərarı ilə təsdiq edilmiş “Malların müvəqqəti idxal xüsusi gömrük proseduru altında yerləşdirilməsi qaydaları”nın 7.2-ci bəndinə müvafiq olaraq 1 (bir) il müddətində təkrar ixrac olunması şərtilə müvəqqəti idxal xüsusi gömrük proseduru altında yerləşdirilmiş aşağıdakı xarici mallardan gömrük rüsumlarından və vergilərdən tamamilə azad olunmaqla istifadə olunur: - tədbirin keçirildiyi yerdən kənara aparılmaması, icarəyə verilməməsi və ya mükafat müqabilində başqa cür istifadə olunmaması şərtilə sərgilərdə, yarmarkalarda, konfranslarda, təqdimatlarda, müsabiqələrdə və iclaslarda nümayiş və ya istifadə üçün nəzərdə tutulan mallar; - rezidentlə bağlanılmış müqavilə əsasında birgə filmlərin, televiziya proqramlarının və ya audiovizual materialların istehsalı halları istisna olmaqla, kirayə obyekti olmaması şərtilə aşağıdakı peşə avadanlığı və həmin avadanlıq üçün ləvazimatlar: - reportajların hazırlanması, müəyyən proqramlar üçün verilişlərin və yazmaların həyata keçirilməsi məqsədi ilə mətbuat, radio və ya televiziya yayımı avadanlığı; - film çəkmək məqsədi ilə kinematoqrafiya avadanlığı; - peşə avadanlığının təmiri üçün nəzərdə tutulmuş ehtiyat hissələri; - peşə avadanlığının daşınması üçün nəzərdə tutulmuş xüsusi nəqliyyat vasitələri; - sənaye istehsalı, təbii sərvətlərin istismarı, binaların tikintisi, təmiri və istismarı, torpaq işləri üçün nəzərdə tutulan mallar istisna olmaqla, şəxsin vəzifəsinin, sənətinin və ya peşəsinin icrası məqsədi ilə müvəqqəti gətirilən hər hansı digər mallar; - sənaye istehsalı, təbii sərvətlərin istismarı, binaların tikintisi, təmiri və istismarı, torpaq işləri üçün nəzərdə tutulan mallar istisna olmaqla, şəxsin vəzifəsinin, sənətinin və ya peşəsinin icrası məqsədi ilə müvəqqəti gətirilən hər hansı digər mallar; - malların qablaşdırılması üçün taralar və ya malların yüklənməsi üçün konteynerlər və onların təmiri üçün tələb olunan ehtiyat hissələri; - gəlir əldə etmək məqsədi ilə istifadə etməmək, digər şəxslərə müvəqqəti istifadə üçün verməmək şərtilə tədris məqsədləri və ya elmi tədqiqat mərkəzlərində tədqiqat işlərinin aparılması üçün gətirilən mallar, pedaqoji ləvazimatlar; - satmamaq şərtilə teatr və ya sirk tamaşalarının, konsertlərin, idman tədbirlərinin və ya məşqlərinin və digər mədəniyyət tədbirlərinin keçirilməsi üçün xüsusi geyimlər, idman malları, musiqi alətləri, səhnə ləvazimatları və ya rekvizitləri; - təlim, əhliləşdirmə, çoxaltma, baytarlıq müalicəsi, turizm, təcrübə keçmə və digər xüsusi tədbirlərin həyata keçirilməsi üçün nəzərdə tutulmuş heyvanlar; - təbii fəlakətlərin, qəzaların və bədbəxt hadisələrin aradan qaldırılmasından ötrü Azərbaycan Respublikasının dövlət orqanlarına və təşkilatlarına əvəzsiz müvəqqəti istifadəyə verilməsi üçün gətirildikdə və ya xarici dövlətlərə həmin hadisələrin aradan qaldırılması üçün aparıldıqda; - hüquqi və fiziki şəxslərin mülkiyyətində qalmaqla müalicə və digər tibb müəssisələrinə əvəzsiz müvəqqəti istifadəyə verilməsi üçün tibb avadanlıqları və ləvazimatları gətirildikdə (aparıldıqda)."
